Tên khoa học,Tên tiếng Việt,Phân bố,File,Tên đồng nghĩa,Họ,Họ thực vật,speciesKey
Glochidion eriocarpum Champ,"Chè bọt, Diện mật khuôn","Lào Cai, Tuyên Quang, Quảng Ninh, Ninh Bình, Kon Tum. Cây mọc tự nhiên trong rừng thường xanh hay rụng lá, ở độ cao 100-500 m",glochidion-eriocarpum-champ.txt,,,Euphorbiaceae,3080301
Barleria cristata L,Hoa chông,"Cây mọc tự nhiên, còn được trồng làm cảnh",barleria-cristata-l.txt,,,Acanthaceae,3173128
Kyllinga nemoralis ( Forst. et Forst.f.) Dandy ex Hutch et Dalz. – Thryocephalon nemorale Forst. & Forst,Bạc đầu rừng,Cây mọc tự nhiên,kyllinga-nemoralis-forst-et-forst.txt,,,Cyperaceae,9452699
Capparis henryi Matsum,"Cáp henry, Chứa hắm ngứa (Thái)","Nghệ An (Quế Phong), dọc sông Đồng Nai. Cây mọc tự nhiên",capparis-henryi-matsum.txt,,,Capparaceae,5602188
Fissistigma bracteolatum Chatt,"Lãnh công nhiều lá bắc, Cách thư lá hoa","Lạng Sơn (Đồng Mỏ), Vĩnh Phúc (Tam Đảo), Ninh Bình (Cúc Phương). Cây mọc tự nhiên rải rác trong rừng nguyên sinh, nơi sáng, ở độ cao 300-1200 m",fissistigma-bracteolatum-chatt.txt,,,Annonaceae,3157393
Calocedrus macrolepis Kurz,"Bách xanh, Tùng hương , Pơ mu giả","Hà Nội (Ba Vì), Thanh Hóa (Lũng Văn), Hà Giang (Quản Bạ), Quảng Trị. Cây mọc tự nhiên, thường mọc trên đỉnh hay các đường đỉnh núi, hoặc hai bên suối trên đất phong hóa. Cây đã được ghi vào Sách Đỏ Việt Nam",calocedrus-macrolepis-kurz.txt,,,Cupressaceae,2683942
Limacia scandens Lour,Dây Mề gà,"Đà Nẵng, Kon Tum, Tây Ninh, Bình Phước. Cây mọc tự nhiên rải rác ven rừng",limacia-scandens-lour.txt,,Tiết dê (Menispermaceae),,5592834
Annona reticulata L,Bình bát,Trồng lấy quả ở Miền Nam Việt Nam. Nguồn gốc từ vùng Tây Ấn,annona-reticulata-l.txt,,Na (Annonaceae),,5407123
Cordia dichotoma Forst.f,"Thiên đầu thống, Trường xuyên hoa, Ong bầu, Tâm mộc","Lao Cai. Cây mọc tự nhiên ở nhiều nơi, còn được trồng",cordia-dichotoma-forst-f.txt,,,Boraginaceae,5341270
Ixeris chinensis (Thunb.) Nakai – Prenanthoides chinensis Thunb,"Rau diếp đắng núi, Thảo cúc, Rau đắng","Lai Châu, Lào Cai, Sơn La, Hà Giang, Cao Bằng, Lạng Sơn, Hòa Bình. Cây mọc tự nhiên ở ven suối đất, ở độ cao 300-1800 m.",ixeris-chinensis-thunb-nakai.txt,,,Asteraceae,8151301
Pseuderanthemum palatiferum (Nees) Radlk,"Xuân hoa, Hoàn ngọc","Ninh Bình (Cúc Phương). Cây mọc tự nhiên dưới tán rừng, còn được trồng trong vườn gia đình",pseuderanthemum-palatiferum-nees-radlk.txt,,,Acanthaceae,3772966
Dioscorea composita Hemsl,Từ mê hi cô,Cây nhập trồng.,dioscorea-composita-hemsl.txt,,,Dioscoreaceae,2755005
Phyllanthus emblica L,"Me rừng, Chùm ruột núi, Mận rừng, Cam lam, Trám rừng, Chùm ruột rừng, Me quả tròn, Mắc kham, Mạy kham (Tày), Diều cam (Dao), Xi xa liên (Kho)","Lào Cai, Hà Giang, Tuyên Quang, Sơn La, Quảng Trị, Thừa Thiên Huế, Đắk Lắk, Lâm Đồng. Cây hạn sinh, mọc tự nhiên ở các trảng cây bụi dưới rừng thưa rụng lá, đồi trọc, trên đất sa phiến thạch ở độ cao 100-500 m ở Việt Nam",phyllanthus-emblica-l.txt,,,Euphorbiaceae,5381660
Aglaia pleuropteris Pierre,"Ngâu rừng, Ngâu cánh","Đồng Nai, Vũng Tàu. Cây mọc tự nhiên trong rừng thưa, rừng tre nứa",aglaia-pleuropteris-pierre.txt,,,Meliaceae,5597286
Agrimonia pilosa Ledel,"Long nha thảo, Tiên hạc thảo","Lào Cai, Cao Bằng, Vĩnh Phú, Hà Giang, Hoà Bình, Sơn La. Cây mọc tự nhiên ở độ cao 400 – 1500m",agrimonia-pilosa-ledel.txt,,,Rosaceae,3002003
Murdannia divergens (C.B.Clarke) Bruckn. – Aneilema divergens C.B.Clarke,"Trai rẽ, Trúc diệp lan","Lâm Đồng, các tỉnh Nam bộ. Cây mọc tự nhiên dưới tán rừng.",murdannia-divergens-c-b-clarke-bruckn.txt,,,Commelinaceae,2764572
Artemisia indica Willd,Ngải ấn độ,"Lai Châu, Lào Cai, Hoà Bình, Vĩnh Phúc. Cây mọc tự nhiên trên các trảng cỏ và bãi ven rừng thưa, ở độ cao 500-800 m.",artemisia-indica-willd.txt,,,Asteraceae,3120972
Fistulina hepatica (Schaeff.Fr.)Fr,"Nấm lưỡi bò, Nấm gan","Quảng Trị (Đông Hà), Lâm Đồng (Lang Bian).",fistulina-hepatica-schaeff-fr-fr.txt,,Nấm lưỡi bò – Fistulinaceae,,2531012
Peliosanthes teta Andr,"Sâm đất tím, Sâm mây","Lai Châu, Sơn La, Quảng Ninh, Thanh Hoá, Lâm Đồng, Ninh Thuận. Cây mọc tự nhiên ở rừng thường xanh",peliosanthes-teta-andr.txt,,,Convallariaceae,2774071
Paraboea sinensis (Oliv.) Burtt,"Ngạc cự đài, Song bế trung quốc, Diệp bế trung quốc","Lào Cai (Sa Pa), Bắc Giang, Hà Nội (Ba Vì), Hòa Bình, Hà Nam (Làng Mat), Kiên Giang (Hà Tiên)",paraboea-sinensis-oliv-burtt.txt,"Phylloboea sinensis Oliv., Chlamydoboea sinensis (Oliv.) Stapf",Tai voi – Gesneriaceae,,6365575
Dalbergia volubilis Roxb,"Đằng trườn, Trắc leo, Huê mộc","Quảng Bình, Quảng Trị, Thừa Thiên Huế, Kon Tum. Cây mọc tự nhiên trong rừng hỗn giao rụng lá, ở độ cao 200-700 m",dalbergia-volubilis-roxb.txt,,Đậu (Fabaceae),,2968408
Celastrus stylosus Wall. var. loeseneri (Rehd. et Wills.) Loes. Họ Dây gối (Celastraceae),Dây gối vòi,"Lao Cai (Sa Pa), Lai Châu (Tả Phình). Cây mọc tự nhiên ở độ cao 1500 m.",celastrus-stylosus-wall-var-loeseneri-rehd-et-wills-loes.txt,,,,7265509
Tiliacora triandra (Colebr.) Diels,Dây xanh,"Nghệ An, Tây Ninh, Đồng Nai. Cây mọc tự nhiên, thường gặp trên núi đá vôi, độ cao dưới 300 m",tiliacora-triandra-colebr-diels.html?wpsc_do=regen_cache&nonce=1308612827605f04f548ce8.txt,,Tiết dê (Menispermaceae),,3831076
Goniothalamus tamirensis Pierre ex Finet & Gagnep,Giác đế miên,"Nghệ An (Quỳ Châu), Thừa Thiên- Huế, Đà Nẵng (Liên Chiểu), Khánh Hòa, Đắc Lắc,. Cây bụi mọc rải rác trong rừng nguyên sinh",goniotholamus-tamirensis-pierre-ex-fin-gagnep.txt,,,,3154631
Enicosanthella petelotii (Merr.) Ban,Nhọc trái khớp lá mác,,enicosanthella-petelotii-merr-ban.txt,,"Na (Annonaceae) Cập nhật01/07/2019 ★ ★ ★ ★ ★ ★ 0.0 - 0 đánh giá Chia sẻ Chia sẻ Cây thuốc khác Luffa cylindrica (L.) M. Roem Oberonia mucronata (D. Don) Ornerod & Seidenf. Dipterocarpus hasseltii Blume Aglaonema macrantifolium Blume Bình luận Câu hỏi của bạn Hủy X Bạn vui lòng điền thêm thông tin! Chọn tệp (Allowed file typesjpg, png , maximum file size100MB. Cây thuốc được quan tâm Ampelopsis cantoniensis (Hook. et Arn.) Planch. Chữa sưng vú (Lá giã đắp). Đau dạ dày hành tá tràng (Cành lá... Curculigo orchioides Gaertn",,3154692
Jasminum sambac (L.) Ait. – Nyctanthes sambac L,"Hoa nhài, Bông lài, Mạt lị",Cây trồng,jasminum-sambac-l-ait.txt,,,Oleaceae,7587215
Bulbostylis densa (Wall.) Hand.-Mazz. – Scirpus densus Wall,Bờm râu,"Lào Cai (Sa Pa), Nam Định và các tỉnh Miền Nam. Cây mọc tự nhiên trong các trảng cỏ, nơi ẩm ướt",bulbostylis-densa-wall-hand-mazz-scirpus-densus-wall.txt,,,Cói (Cyperaceae),5292267
Elephantopus mollis H.B.K. – E. bondinieri Gagnep,Chỉ thiên mềm,"Cây mọc tự nhiên ở rừng thưa, rừng thông, phổ biến ở các tỉnh Tây Nguyên",elephantopus-mollis-h-b-k.txt,,Cúc (Asteraceae),,5395928
Tournefortia montana Lour. – T. gaudichaudi Gagnep,"Bọ cạp, Bọ cạp núi","Lạng Sơn, Hà Nội, Hải Phòng, Hà Nam, Thanh Hóa, Kon Tum. Cây mọc tự nhiên ven rừng ẩm ở núi đất và núi đá vôi",tournefortia-montana-lour.txt,,Vòi voi (Boraginaceae),,4064788
Rhaphidophora hongkongensis Schott; – R. tonkinensis Engl. et K. Krause,"Đuôi phượng, Ráy leo Hồng Kông","Tuyên Quang, Bắc Kạn, Thái Nguyên, Quảng Ninh, Hải Phòng, Vĩnh Phúc, Hoà Bình. Cây mọc tự nhiên trong rừng thường xanh, ở độ cao tới 900 m.",rhaphidophora-hongkongensis-schott.txt,,,Araceae,5826049
Damnacanthus indicus Gaertn.f,Hung rô ấn độ,Đồng Nai (Biên Hòa). Cây mọc tự nhiên trong rừng.,damnacanthus-indicus-gaertn-f.txt,,,Rubiaceae,2903461
Piper longum L,"Tiêu lốt, Tiêu lá tím","Cây mọc tự nhiên, còn được trồng khắp nước ta",piper-longum-l.txt,,,Piperaceae,3086338
Desmodium laxum DC. ssp. leptopus (A. Gray ex Benth.) Ohashi – D. leptopus A. Gray ex Benth,"Thóc lép cuống mảnh, Tràng quả chân mảnh","Lào Cai (Sa Pa), Quảng Ninh, Quảng Trị, Khánh Hoà. Cây mọc tự nhiên rải rác trong rừng rậm thường xanh, ven suối, nơi ẩm và ít ánh sáng, ở độ cao tới 1500 m",desmodium-laxum-dc-ssp-leptopus-a-gray-ex-benth-ohashi.txt,,,Fabaceae,2971312
Hoya villosa Cost,"Tù cù, Cẩm cù lông","Hoà Bình. Cây mọc tự nhiên, bám vào đá, vào cây gỗ trong rừng",hoya-villosa-cost.txt,,,Asclepiadaceae,3574277
Homalomena tonkinensis Engl,Sơn thục bắc,"Tuyên Quang, Phú Thọ, Hà Nội, Ninh Bình. Cây mọc tự nhiên dưới tán rừng thường xanh trên núi đá vôi hay rừng thường xanh đất thấp, ẩm.",homalomena-tonkinensis-engl.txt,,,Araceae,2868580
Chasallia curviflora Wall. ex Roxb,"Bầu giác tía, Xương sơn, Giàng sơn, Hạc tất, Mặt trắng","Vĩnh Phúc, Hòa Bình, Hà Nội (Ba Vì), Ninh Bình, Kon Tum, Đắk Lắk, Lâm đồng. Cây mọc tự nhiên, còn được trồng làm cảnh",chasallia-curviflora-wall-ex-roxb.txt,,,Cam (Rubiaceae),
Anemone japonica Sieb. et Zucc,Phong quỳ,"Lào Cai. Cây mọc tự nhiên trong các savan cỏ, ở độ cao 1400 – 1600m",anemone-japonica-sieb-et-zucc.txt,,Mao lương (Ranunculaceae),,3925307
Aeschynanthus acuminatus Wall. ex A. DC,"Hoa ki nhọn, Má đào nhọn","Lào Cai (Sa Pa), Vĩnh Phúc (Tam Đảo), Thừa Thiên Huế (Bạch Mã). Cây mọc phụ sinh tự nhiên trong rừng, ở độ cao 400 – 1.500m",aeschynanthus-acuminatus-wall-ex-a-dc.txt,,,Gesneriaceae,3819030
Pteridium aquilinum (L.) Kuhn,"Rau quyết Ráng lông, Ráng đại dực, Quyết","Cây mọc tự nhiên trên đất trống, đồi hoang phổ biến ở nước ta.",pteridium-aquilinum-l-kuhn.txt,,,Pteridaceae,5275012
Ambra grisea,"Long duyên, Long phúc hương, Long tiết, Ambre gris, Long duyên hương",,long-duyen-huong.txt,,,,
Litsea panamonfi (Neer) Hook.f. – Tetranthera panamonfa Nees,"Bời lời hoa chùm, Mạy khảo khinh (Tày)","Bắc cạn (Ba Bể), Nghệ An (Vinh, Phủ Quỳ). Cây gỗ cao 8-20m, mọc tự nhiên trong rừng thương xanh",litsea-panamonfi-neer-hook-f-tetranthera-panamonfa-nees.txt,,Nguyệt quế (Lauraceae),,4181684
Viola tricolor L,"Hoa bươm bướm, Hoa tím, Tam sắc",Cây trồng ở Lâm Đồng (Đà Lạt),viola-tricolor-l.txt,,,Violaceae,5331347
Cayratia pedata (Lam.) Gagnep. – Cissus pedata Lam,Vác chân,"Miền Nam. Cây mọc tự nhiên ở vùng đồng bằng, từ đất liền tới đảo Phú Quốc",cayratia-pedata-lam-gagnep.txt,,,Vitaceae,4054403
Pottsia grandiﬂora Markgr. – P. inodora Pitard,Bốt hoa to,"Hà Giang, Cao Bằng, Quảng Trị. Cây mọc tự nhiên ở ven rừng.",pottsia-grandiﬂora-markgr.txt,,,Apocynaceae,
Malus doumeri (Bois) A. Chev. – Pyrus doumeri Bois,"Chua chát, Sơn tra, Táo mèo, Sán sá (Tày), Co sam sa (Thái)","Cao Bằng, Kon Tum (Tumơrông), Lâm Đồng (Langbian). Cây mọc tự nhiên trong rừng thường xanh, độ cao 1100 – 1200m",malus-doumeri-bois-a-chev.txt,,,Rosaceae,3001252
Semecarpus reticulata Lecomte,"Sưng mạng, Tum hiêm, Chóc cô","Quảng Nam, Đà Nẵng, Kon Tum, Lâm Đồng. Cây mọc tự nhiên trong rừng, trên nền đất đỏ, ở độ cao tới 900 m",semecarpus-reticulata-lecomte.txt,,,Anacardiaceae,7679003
Randia uliginosa (Retz.) Poir. – Tamilnadia uliginosa (Retz.) Tirving. et Sastre,Găng nước,Đồng Nai (Xuân Lộc). Cây mọc tự nhiên dựa bờ nước,randia-uliginosa-retz-poir.txt,,,Rubiaceae,2891981
Saurauia tristyla DC. – S.oldhamii Hemsl. ex Forb. & Hemsl,Cây nóng,"Sơn La, Lào Cai, Bắc Cạn, Bắc Giang, Ninh Bình, Quảng Trị, Lâm Đồng. Cây mọc tự nhiên",saurauia-tristyla-dc.txt,,Dương Đào (Actinidiaceae),,7270795
Ternstroemia japonica (Thunb.) Thunb. – Cleyera japonica Thunb,"Giang núi, Hậu bì hương","Quảng Bình, Quảng Trị, Thừa Thiên Huế, Đồng Nai, Lâm Đồng, Kiên Giang. Cây mọc tự nhiên",ternstroemia-japonica-thunb-thunb.txt,,,Theaceae,3189627
Paris hainanensis Merr. – Daiswa hainanensis (Merr.) Takht,Trọng lâu hải nam,"Lao Cai, Hà Giang, Vĩnh Phúc (Tam Đảo), Ninh Bình, Nghệ An (Pù Mát), Kon Tum (Đắk GleiĐắk Man). Cây mọc tự nhiên ở vùng núi cao, ẩm",paris-hainanensis-merr.txt,,,Trilliaceae,5295889
Gynura divaricata (L.) DC. – Senecio divaricata L,Bầu đất hoa vàng,"Lai Châu, Lào Cai, Sơn La, Hoà Bình, Hà Nội, Gia Lai. Cây mọc tự nhiên trong các sa van cỏ ở độ cao 1000-1500 m",gynura-divaricata-l-dc.txt,,Cúc (Asteraceae),,3139895
Melaleuca leucadendra (L.) L,"Tràm, Chè đồng, Chè cay, Bạch thiên tầng, Co tràm (Thái), Thiên quân tử","Bắc Kạn, Thái Nguyên, Nghệ An, Hà Tĩnh, Quảng Bình, Quảng Trị. Cây có nguồn gốc từ Australia, được trồng ở vùng nước lợ để giữ đất",melaleuca-leucadendra-l.txt,,,Myrtaceae,5415976
Micromelum minutum (Forst.f.) Wight & Arn. – Micromelum falcatum (Lour.) Tanaka,"Kim sương, Tiêu rừng, Ớt rừng, Vọt cày, Hang chang (Mường), Mán chỉ, Xoan đào, Cây méo, Chăm sao (Thái), Mác khèn, Mạy slam (Tày)","Cây mọc tự nhiên, phổ biến ở các đồi cây bụi, đồi cây thưa khá phổ biến ở Việt Nam",micromelum-minutum-forst-f-wight-arn.txt,,,Rutaceae,7269555
Bauhinia racemosa Lam,Móng bò chùm thõng,"Gia Lai, Đắk Lắk, Ninh Thuận (Cà Ná). Cây mọc tự nhiên trong rừng thưa cây họ Dầu",bauhinia-racemosa-lam.txt,,,Caesalpiniaceae,2953160
Alpinia blepharocalyx K. Schum. – Languas blepharocalyx (K.Schum.) Hand._Mazz,"Riềng dài lông mép, Riềng bẹ","Tuyên Quang, Vĩnh Phúc (Tam Đảo), Hòa Bình, Ninh Bình. Cây mọc tự nhiên ở vùng núi",alpinia-blepharocalyx-k-schum-languas-blepharocalyx-k-schum-hand-_mazz.txt,,,Zingiberaceae,5302271
Fimbristylis globulosa (Retz.) Kunth – Scirpus globulosus Retz. Họ Cói (Cyperaceae),Cói quăn bông tròn,"Lai Châu, Lạng Sơn, Quảng Ninh tới Quảng Nam. Cây mọc tự nhiên ruộng ẩm",fimbristylis-globulosa-retz-kunth.txt,,,,2708372
Ocimum gratissimum L,"Hương nhu trắng, É lá lớn",Cây trồng ở nhiều nơi từ Bắc vào Nam,ocimum-gratissimum-l.txt,,,Lamiaceae,2927094
Aquilaria crassna Pierre ex Lecomte,Trầm hương,"Quảng Bình, Quảng Trị, Thừa Thiên Huế, Đà Nẵng, Ninh Thuận, Nghệ An. Cây mọc tự nhiên trong rừng thường xanh",aquilaria-crassna-pierre-ex-lecomte.txt,,Trầm – Thymelaeaceae,,5524122
Pilea melastomatoides (Poir.) Wedd. – Urtica melastomatoides Poir,"Nan ông ba gân, Thuỷ ma lá mua","Lào Cai, Bắc Kạn, Hà Nội. Cây mọc tự nhiên ở vùng núi, tới độ cao 800 m",pilea-melastomatoides-poir-wedd.txt,,,Urticaceae,5670477
Dendrobium loddigesii Rolfe,"Hoàng thảo thạch hộc, Thạch hộc duyên dáng","Thái Nguyên (Định Hóa). Cây mọc tự nhiên, sống bám trên các cây gỗ lớn trong rừng",dendrobium-loddigesii-rolfe.txt,,,Orchidaceae,5317287
Hypericum wightianum Wall. ex Wight & Arn,Ban wight,"Hà Giang (Phó Bảng), Lai Châu (Sìn Hồ).",hypericum-wightianum-wall-ex-wight-arn.txt,"Hypericum bodinieri H.Lév. & Vaniot, H.delavayi R.Keller",Ban – Hypericaceae,,8263863
Drosera burmannii Vahl,"Bèo đất, Cỏ bắt ruồi, Cỏ tỹ gà, Cỏ trói gà, Cẩm địa la, Trường lệ burmann","Quảng Ninh, Bắc Kạn, Thái Nguyên, Hà Nội (Đa Phúc, Sóc Sơn, Đông Anh), Ninh Bình, Thanh Hóa, Nghệ An, Kon Tum (Kon Plông), Gia Lai (Mang Yang), Lâm Đồng (Đà Lạt, Lang Bian), Ninh Thuận, Bình Dương, Bến Tre",drosera-burmannii-vahl.txt,,Gọng vó – Droseraceae,,3191153
Rumex nepalensis Spreng,Chút chít nepal,"Lào Cai (Sa Pa). Cây mọc tự nhiên nơi đất ẩm, ven rừng, ven đường, ven suối, ao hồ, ruộng, ở độ cao 1.500 m",rumex-nepalensis-spreng.txt,,,Polygonaceae,7291884
Ophioglossum reticulatum L,Xà thiệt mạng,"Khánh Hòa. Cây mọc tự nhiên trên các trảng cỏ hay dưới rừng thưa thứ sinh, đất còn màu mỡ, ở độ cao 400-900 m.",ophioglossum-reticulatum-l.txt,,,Ophioglossaceae,2650137
Garcinia vilersiana Pierre,Vàng nhựa,"Kon Tum, Vũng Tàu. Cây mọc tự nhiên",garcinia-villersiana-pierre.txt,,,Clusiaceae,3712293
Ophiorrhiza japonica Blume,"Xà căn nhật, Xà căn thảo","Lạng Sơn, Quảng Bình, Quảng Trị, Thừa Thiên Huế, Quảng Ngãi. Cây mọc tự nhiên",ophiorrhiza-japonica-blume.txt,,,Rubiaceae,5340994
Pauldopia ghorta (G. Don) Steen,"Đinh cánh, Đinh vàng, Muồng nước","Sơn La (Mường Muội), Hòa Bình (Quý Đức), Ninh Bình.",pauldopia-ghorta-g-don-steen.txt,"Bignonia ghorta G. Don, Radermachera alata Dop",Núc nác – Bignoniaceae,,4093224
Trapa incisa Sieb. et Zucc. – Trapa maximowiczii Korsh,Củ ấu dại,"Yên Bái, Hà Tây, Quảng Trị. Cây mọc tự nhiên.",trapa-incisa-sieb-et-zucc-trapa-maximowiczii-korsh.txt,,,Ấu (Trapaceae),3188757
Vitex quinata (Lour.) Williams – Cornutia quinata Lour,"Mạn kinh năm lá, Ngũ chỉ phong","Bắc Giang, Vĩnh Phúc, Ninh Bình, Quảng Nam. Cây mọc trong rừng hỗn giao, vùng núi đất và núi đá vôi",vitex-quinata-lour-williams.txt,,,Verbenaceae,8276186
Panicum miliaceum L,Kê trồng,Cây trồng ở các tỉnh miền núi phía Bắc và Miền Nam Việt Nam.,panicum-miliaceum-l.txt,,Hòa thảo (Poaceae),,2705090
Dalbergia hainanensis Merr. & Chun,"Trắc hải nam, Sông lá","Quảng Trị (Động Chế), Lâm Đồng (Đà Lạt)",dalbergia-hainanensis-merr-chun.txt,,Đậu – Fabaceae,,2968435
Rubus althaeoides Hance – Rubus mvolucratus Focke,Kim anh dại,"Lào Cai (Sa Pa). Cây mọc tự nhiên trong rừng thưa, ở độ cao 1000 – 1500m",rubus-althaeoides-hance.txt,,,Rosaceae,8108495
Equisetum ramosissimum Desf,"Mộc tặc, Cỏ tháp bút, Búa lọ, Phì nọi, Co sáp pít (Thái)",,moc-tac.txt,,Equisetaceae (Mộc tặc),,2687940
Corypha utan Lam,Lá buông cao,Cây trồng ở các tỉnh đồng bằng sông Cửu Long.,corypha-utans-lam.txt,,,Arecaceae,5293447
Tradescantia pallida (Rose) Hunt – Setcreasea pallida Rose,Trai đỏ,"Cỏ nhiều năm, mọc bò tự nhiên ở bãi cỏ ven rừng, chân núi đá.",tradescantia-pallida-rose-hunt.txt,,,Commelinaceae,2765221
Lindernia procumbens (Krock.) Borb. – Anagalloides procumbens Krock,"Rau chân vịt, Rau bờ ruộng, Mạch thượng thái","Quảng Ninh, Hà Nội, Nam Định, Quảng Nam, Đà Nẵng. Cây mọc tự nhiên trên các ruộng, trên đất hoang ẩm",lindernia-procumbens-krock-borb.txt,,,Scrophulariaceae,8602699
Adenium obesum (Forsk.) Roem. et Schult. – Nerium obesum Forsk,Sứ thái,Cây nhập trồng làm cảnh. Nguồn gốc từ châu Phi,adenium-obesum-forsk-roem-et-schult.txt,,Trúc Đào (Apocynaceae),,7155887
Cheirostylis yunnanensis Rolfe,"Lan vân nam, Lan trụ xẻ vân nam","Quảng Ninh, Hải Phòng. Cây mọc tự nhiên trong rừng ẩm, ở độ cao 200-500 m.",cheirostylis-yunnanensis-rolfe.txt,,,Orchidaceae,2814845
Polygonum caespitosum Blume,"Nghể phù, Nghể bụi","Lào Cai, Yên Bái, Hà Giang, Vĩnh Phúc, Ninh Bình, Kon Tum. Cây mọc tự nhiên ở nơi ẩm, bờ sông ngòi, nương rẫy, ruộng hoang, ở độ cao 100-1.600 m",polygonum-caespitosum-blume.txt,,,Polygonaceae,6391007
Melochia corchorifolia L,"Bái giấy, Vải giấy, Trứng cua lá bố","Cao Bằng, Phú Thọ, Quảng Trị, Khánh Hòa, Ninh Thuận, Đồng Nai. Cây mọc tự nhiên, rải rác trên các bãi hoang, nương rẫy, ở độ cao đến 700 m",melochia-corchorifolia-l.txt,,,Sterculiaceae,3152125
Althaea rosea (L.) Cav,Thục quỳ,,thuc-quy.txt,,Malvaceae (Cẩm quỳ),,5406789
Jasminum lanceolarium Roxb,"Nhài thon, Nhài mác, Ba ro","Lào Cai (Bắc Hà), Ninh Bình (Cúc Phương), Quảng Trị, Đà Nẵng, Đắk Lắk. Cây mọc tự nhiên ở ven rừng, trảng cây bụi, nơi ẩm, ở độ cao tới 1.800 m",jasminum-lanceolarium-roxb.txt,,,Oleaceae,7326085
