Tên khoa học,Tên tiếng Việt,Phân bố,File,Tên đồng nghĩa,Họ,Họ thực vật,speciesKey
Stephania sinica Diels,"Bình vôi tán ngắn, Củ một, Dây mối trơn, Cà tòm (Tày), Co cáy khẩu (Thái)","Ninh Bình, Quảng Ninh, Lạng Sơn, Đắc Lắc, Côn Đảo. Cây mọc tự nhiên",stephania-sinica-diels.txt,,Tiết dê (Menispermaceae),,5592751
Begonia aptera Blume,Thu hải đường không cánh,"Lào Cai tới Thừa Thiên Huế, Lâm Đồng. Cây mọc tự nhiên",begonia-aptera-blume.txt,,,Begoniaceae,8314136
Phyllanthus pulcher Wall. ex Muell.-Arg,"Diệp hạ châu đẹp, Me lá lệch","Nam Bộ Việt Nam. Cây mọc tự nhiên trong rừng thường xanh hay rụng lá, trên đất phiến thạch, ở độ cao 100-700 m",phyllanthus-pulcher-wall-ex-muell-arg.txt,,Thầu dầu (Euphorbiaceae),,5381514
Pycreus sanguinolentus (Vahl) Nees – Cyperus sanguinolentus Vahl,Cói vảy đỏ,"Cao Bằng, Lạng Sơn. Cây mọc tự nhiên",pycreus-sanguinolentus-vahl-nees.txt,,,Họ Cói (Cyperaceae),2730818
Dennstaedtia scabra (Wall. ex Hook.) T. Moore – Dicksonia scabra Wall. ex Hook,Đàm tiết nhám,"Khá hẹp. Lai Châu, Lào Cai, Cao Bằng, Lâm Đồng. Cây mọc tự nhiên trong rừng rậm thường xanh, trong đó có rừng mây mù.",denstaedtia-scabra-wall-ex-hook-t-moore.txt,,Ráng đàn tiết (Dennstaedtiaceae),,12231571
Arthraxon hispidus (Thunb.) Makino,Tận thảo,"Lào Cai, Lạng Sơn, Sơn La, Hoà Bình, Ninh Bình, Thanh Hoá. Cây mọc tự nhiên trên các bãi cỏ hoang, ven đường đi.",arthraxon-hispidus-thunb-makino.txt,,,Poaceae,5290201
Streptocaulon juventas (Lour.) Merr.; S. griffithii Hook.f,"Hà thủ ô trắng, Dây sữa bò, Củ vú bò, Mã liên an, Khâu nước, Dây mốc, Cây sừng bò, Khău cần cà (Tày), Chừa ma sình (Thái), Sân rạ, xờ rạ (Kho), Pất (kdong), Xạ ú pẹ (Dao)","Cây mọc tự nhiên ở vùng đồi, trảng cây bụi ở hầu hết các tỉnh trung du và vùng ven biển",streptocaulon-juventas-lour-merr.txt,,,Asclepiadaceae,3572291
Heracleum hemsleyanum Diels,Độc hoạt đuôi châu,"Cây nhập trồng ở Lai Châu, Lào Cai. Nguồn gốc từ Trung Quốc.",heracleum-hemsleyanum-diels.txt,,,Apiaceae,3629643
Ziziphus cambodiana Pierre,Táo cam bốt,"Gia Lai, Kon Tum, Lâm Đồng, Khánh Hoà, Ninh Thuận. Cây mọc tự nhiên trong rừng thưa",ziziphus-cambodiana-pierre.txt,,,Rhamnaceae,7809440
Helianthus annuus L,"Hướng dương , Cây quỳ, Hoa mặt trời","Lào Cai, Hà Giang. Cây trồng để lấy hạt.",helianthus-annuus-l.txt,,,Asteraceae,9206251
Edgeworthia gardneri (Wall.) Meisn,Dó bắc phương,Khánh Hòa.,edgeworthia-gardneri-wall-meisn.txt,"Daphne gardneri Wall., Edgeworthia chrysantha Lindl",Trầm – Thymelaeaceae,,5523712
Adinandra millettii (Hook. et Arn.) Benth. et Hook.f. ex Hance – Cleyera millettia Hook. et Arn,Súm đỏ không lông,"Lào Cai (Sa Pa), Vĩnh Phúc (Tam Đảo). Cây mọc tự nhiên ở độ cao 900-1.200 m",adinandra-millettii-hook-et-arn-benth-et-hook-f-ex-hance.txt,,,Theaceae,3591729
Dipteris chinensis H. Christ,Ráng hai cánh trung quốc,"Hẹp, chỉ gặp ở một số vùng núi thấp và trung bình của Lai Châu (Tuần Giáo) và Lào Cai (Sa Pa).",dipteris-chinensis-h-christ.txt,,Song phiến – Dipteridaceae,,4097830
Rhamnus napalensis (Wall.) M.A. Lawson,"Mận rừng lá to, Cồng cua","Lai Châu (Sìn Hồ), Sơn La, Hoà Bình, Cao Bằng, Hà Giang. Cây mọc tự nhiên",rhamnus-nepalensis-wall-in-roxb.txt,,,Rhamnaceae,4928522
Cissus adnata Roxb. – Vitis adnata (Roxb.) Wight & Arn,"Dây xo, Dây nôi","Lao Cai, Thanh Hóa, Quảng Bình, Quảng Trị, Thừa Thiên Huế, Khánh Hòa. Cây mọc tự nhiên trên các trảng ở mọi độ cao",cissus-adnata-roxb.txt,,Nho (Vitaceae.),,4052376
Gynura japonica (L.f.) Juel. – G. segetum (Lour.) Merr,"Thổ tam thất, Do nho hống","Cây mọc tự nhiên, còn trồng",gynura-japonica-l-f-juel.txt,,,Asteraceae,3139807
Dendrobium primulinum Lindl,"Lan long tu, Hoàng thảo long tu","Bắc Bộ, Lâm Đồng (Đà Lạt). Cây mọc tự nhiên bám trên cây gỗ lớn trong rừng, ở độ cao 600-1.500 m.",dendrobium-primulinum-lindl.txt,,,Orchidaceae,5315870
Spatholobus harmandii Gagnep,"Kê huyết đằng, Dây máu người, Máu gà, Máu chó, Khau dạ lùa, Khau lượt (Tày), Dạng var (Kho)","Lao Cai, Hà Giang, Cao Bằng, Vĩnh Phúc, Thái Nguyên. Cây mọc tự nhiên trong rừng, dọc theo sông suối trên đất có cát.",spatholobus-harmandii-gagnep.txt,,Đậu (Fabaceae),,2977087
Phaseolus vulgaris L,"Đậu cô ve, Đậu tây, Đậu hoe",Cây trồng. Nguyên sản ở vùng nhiệt đới châu Mỹ,phaseolus-vulgaris-l.txt,,Đậu (Fabaceae),,5350452
Litsea cubeba (Lour.) Pers. – Laurus cubeba Lour,"Màng tang, Khương mộc, Sơn thương, Tất trừng già, Khảo khinh (Tày), Tạ chàm điằng (Dao), Lồ lê (Kho)","Lào Cai, Quảng Bình, Quảng Trị, Thừa Thiên Huế, các tỉnh vùng Tây Nguyên. Cây mọc tự nhiên trong rừng thứ sinh hay rừng phục hồi sau nương rẫy, ở độ cao 100-1500 m",litsea-cubeba-lour-pers.txt,,,Lauraceae,3033977
Dalbergia pinnata (Lour.) Prain – Derris pinnata Lour,"Trắc lá me, Trắc ăn trầu","Đà Nẵng, Lâm Đồng, Kon Tum. Cây mọc tự nhiên trong rừng hỗn giao rụng lá, ven rừng rậm thường xanh, ở độ cao tới 1400 m",dalbergia-pinnata-lour-prain.txt,,,Fabaceae,2968756
Rhamnus utilis Decne,Mận rừng lá nhọn,Lào Cai (Sa Pa). Cây mọc tự nhiên.,rhamnus-utilis-decne.txt,,,Rhamnaceae,3039481
Barleria lupulina Lindl,"Kim vàng , Gai kim bóng, Sơn đông, Gai kim vàng","Cây mọc tự nhiên, còn được trồng ở vùng đồng bằng các tỉnh phía Nam. Nguồn gốc từ Madagasca",barleria-lupulina-lindl.txt,,,Acanthaceae,3173126
Senecio corymbosus Wall. ex DC,Vi hoàng tản phong,,senecio-corymbosus-wall-ex-dc.txt,,"Cúc (Asteraceae) Cập nhật01/07/2019 ★ ★ ★ ★ ★ ★ 0.0 - 0 đánh giá Chia sẻ Chia sẻ Cây thuốc khác Mecopus nidulans Benn. Carpesium divaricatum Sieb. & Zucc Helwingia himalaica Hook.f. et Thoms. ex C.B. Clake Amalocalyx microlobus Pierre ex Spire Bình luận Câu hỏi của bạn Hủy X Bạn vui lòng điền thêm thông tin! Chọn tệp (Allowed file typesjpg, png , maximum file size100MB. Cây thuốc được quan tâm Ampelopsis cantoniensis (Hook. et Arn.) Planch. Chữa sưng vú (Lá giã đắp). Đau dạ dày hành tá tràng (Cành lá... Curculigo orchioides Gaertn",,3115110
Pilea notata Wright,"Thuỷ ma, Lãnh thuỷ hoa, Ông lão","Lào Cai, Lạng Sơn, Hà Tây. Cây mọc tự nhiên trong rừng thưa, ẩm ở vùng núi đá vôi",pilea-notata-wright.txt,,,Urticaceae,5670102
Artemisia dubia Wall. ex Bess,"Ngải á, Ngải đắng, Thanh cao bắc bộ","Lai Châu, Lào Cai (Sa Pa), Sơn La (Mộc Châu), Hòa Bình. Cây mọc tự nhiên ở các trảng cỏ ven đường, trên độ cao 500-1700 m.",artemisia-dubia-wall-ex-bess-var-longeracemosa-pamp-forma-tonkinensis-pamp.txt,,,Asteraceae,7379843
Dianthus barbatus L,"Cẩm hoa lổ, Cẩm chướng nhung",Cây nhập trồng ở Đà Lạt,dianthus-barbatus-l.txt,,,Caryophyllaceae,3085421
Morus nigra L,Dâu bầu đen,Cây trồng,morus-nigra-l.txt,,dâu tằm (Moraceae),,5361888
Tetracera scandens (L.) Merr. – Tragia scandens L,"Dây chiều, Dây tứ giác, Chạc chìu (Tày), Tích diệp đằng, Chong co (Thái), Dạt lồng nhây (Dao)","Phú Thọ, Lạng Sơn, Thái Nguyên, Lào Cai. Cây mọc tự nhiên",tetracera-scandens-l-merr-tragia-scandens-l.txt,,,Họ Sổ (Dilleniaceae),7370317
Iris japonica Thunb,"Đuôi diều, Lưỡi đòng","Lao Cai (Sa Pa), Hà Giang (Đồng Văn), Vĩnh Phúc (Tam Đảo). Cây nhập trồng nay trở nên hoang hoá, mọc nơi ẩm ven suối, ở độ cao 500-1600 m",iris-japonica-thunb.txt,,,Iridaceae,5297939
"Desmos cochinchinensis Lour. – Unona desmos Dunn, U. cochinchinensis (Lour.) DC","Giẻ nam bộ, Hoa giẻ lông đen","Thanh Hoá, Nghệ An, Quảng Bình, Quảng Trị, Thừa Thiên Huế, Gia Lai. Cây mọc tự nhiên ở ven rừng, đồi, lùm bụi",desmos-cochinchinensis-lour.txt,,,Annonaceae,3155178
Dolichos trilobus L,Đậu đỏ – li – cô ba thùy,Ninh Thuận (Cà Ná).,dolichos-trilobus-l.txt,"Dolichos falcatus Willd., D. debilis A. Rich",Đậu – Fabaceae,,2975585
Strophanthus wallichii A. DC. – S. robustus Pierre ex Pitard,Thuốc bắn,"Lâm Đồng, Đồng Nai. Cây mọc tự nhiên trong rừng rậm, rừng phục hồi",strophanthus-wallichii-a-dc.txt,,,Apocynaceae,3619595
Portulaca pilosa L,"Sam lông, Sam lồi, Sam bay","Quảng Trị, Bà Rịa – Vũng Tàu (Côn Đảo). Cây mọc tự nhiên",portulaca-pilosa-l.txt,,,Portulacaceae,3084704
:Jasminum longisepalum Merr. – Jasminum longisetum Gagnep,"Vằng lông, Lài tơ dài","Quảng Bình, Quảng Trị, Thừa Thiên Huế. Cây mọc tự nhiên ở vùng trung du",jasminum-longisepalum-merr.txt,,,Oleaceae,
Polycarpaea corymbosa (L.) Lam. – Achysanthes corymbosa L,"Sài hồ đất, Bạch hổ đinh","Quảng Ninh, Ninh Bình, Thanh Hoá tới Bình Thuận, Minh Hải. Cây mọc tự nhiên ở vùng đất cát, thường ở vùng ven biển.",polycarpaea-corymbosa-l-lam.txt,,,Caryophyllaceae,3085781
Amalocalyx microlobus Pierre ex Spire,"Mác chim, Sơn Đôn","Hoà Bình, Sơn La, Hà Giang, Lào Cai. Cây mọc tự nhiên ở ven rừng",amalocalyx-microlobus-pierre-ex-spire.txt,,,Apocynaceae,7492879
Tagetes patula L,"Cúc vạn thọ nhỏ, Cúc vạn thọ lùn",Cây trồng ở nhiều nơi.,tagetes-patula-l.txt,,,Họ Cúc (Asteraceae),3088488
Swertia angustifolia Buch.-Ham. ex D. Don,Hoạt lá hẹp,"Đắk Lắk (Đắk Mil), Lâm Đồng (Đà Lạt). Cây mọc tự nhiên rải rác trong rừng thưa, ở độ cao 1.200 – 1.700 m.",swertia-angustifolia-buch-ham-ex-d-don.txt,,,Gentianaceae,5596405
Cymbopogon nardus (L.) Rendle – Cymbopogon confertiflorus (Steud.) Stapf,Sả hoa dày,Cây trồng,cymbopogon-confertiflorus-stapf.txt,,,Poaceae,2705267
Naravelia zeylanica (L.) DC,Bạch tu tích lan,"Lâm Đồng (Lang Bian, Bảo Lộc)",naravelia-zeylanica-l-dc.txt,Atragene zeylanica L,Mao lương – Ranunculaceae,,3926315
Cinnamomum tamala (Buch.-Ham.) Nees et Eberm. – Laurus tamala Buch.-Ham,Quế hoa trắng,"Vĩnh Phúc, Nghệ An, Thừa Thiên Huế. Cây mọc tự nhiên trong rừng thường xanh, ở độ cao 700-1200 m",cinnamomum-tamala-buch-ham-nees-et-eberm.txt,,,Lauraceae,9128079
Haloragis chinensis (Lour.) Merr. – Gaura chinensis Lour,"Rong tiên, Hung thảo trung quốc","Hà Tây, Quảng Nam, Đà Nẵng. Cây mọc tự nhiên rải rác trên các bãi đất ẩm.",haloragis-chinensis-lour-merr.txt,,,Haloragidaceae,5361791
Dalbergia stipulacea Roxb,Trắc bẹ,"Lai Châu, Lao Cai, Kon Tum, Gia Lai, Đồng Nai. Cây mọc tự nhiên ở rừng ẩm, lầy",dalbergia-stipulacea-roxb.txt,,,Fabaceae,2968852
Streblus indicus (Bur.) Corn. – Pseudostreblus indica Bur,Ruối rừng,"Gia Lai. Cây mọc tự nhiên ở rừng, dựa suối, ở độ cao tới 1000 m",streblus-indicus-bur-corn.txt,,,Moraceae,7801475
Không có,Huyết lình,,huyet-linh.txt,,,,
Lonicera dasystyla Rehd,"Kim ngân nhẵn, Kim ngân dại",Cây mọc tự nhiên,lonicera-dasystyla-rehd.txt,,,Caprifoliaceae,7272667
Rhaphiolepis indica (L.) Lindl. – Crategus indica L,"Sến dương, Lương gai","Hoà Bình, Đà Nẵng, Khánh Hòa, Lâm Đồng, Đồng Nai, Sông Bé. Cây mọc tự nhiên ven rừng thưa, dựa rạch, ở độ cao dưới 1.700 m",rhaphiolepis-indica-l-lindl.txt,,,Rosaceae,5371542
Strychnos ignatii Berg. Họ Mã tiền (Loganiaceae),"Dây gió, Đậu gió",Tuyên Quang đến Đồng Nai. Cây mọc tự nhiên trong rừng kín thường xanh,strychnos-ignatii-berg.txt,,,,5645763
Mentha piperita L,"Bạc hà cay, Bạc hà tiêu",Nhập trồng,mentha-piperita-l.txt,,,Lamiaceae,8707933
Spirodela polyrrhiza (L.) Schleid. – Lemma polyrrhiza L,"Bèo tấm tía, Bèo đánh trống","Cây sống trôi nổi trong các ao hồ, ruộng, khắp nơi ở Việt Nam",spirodela-polyrrhiza-l-schleid.txt,,,Lemnaceae,4097481
Geranium sibiricum L,Mỏ hạc siberi,"Lào Cai, Nghệ An. Cây mọc tự nhiên",geranium-sibiricum-l.txt,,,Geraniaceae,2891583
Pottsia laxiflora (Blume) Kuntze – Vallaris laxiflora Blume,"Tẩu phá xéng, Dây cao su, Khau giang pinh, Dây ve áo","Quảng Ninh (Tiên Yên), Bắc Giang, Phú Thọ (Thanh Ba), Hà Nội, Hoà Bình. Cây mọc tự nhiên ở ven rừng, ven đường đi trong rừng",pottsia-laxiflora-blume-kuntze.txt,,,Apocynaceae,8694659
Alphonsea philastreana (Pierre) Pierre ex Finet & Gagnep,An phong nhiều trái,,alphongsea-philastreana-pierre-pierre-ex-fin.txt,,"Na (Annoneceae) Cập nhật01/07/2019 ★ ★ ★ ★ ★ ★ 0.0 - 0 đánh giá Chia sẻ Chia sẻ Cây thuốc khác Coptis teeta Wall. Brassica oleracea L. var. botrylis L. Zornia gibbosa Span. Aconitum pulchellum Hand. – Mazz. Bình luận Câu hỏi của bạn Hủy X Bạn vui lòng điền thêm thông tin! Chọn tệp (Allowed file typesjpg, png , maximum file size100MB. Cây thuốc được quan tâm Ampelopsis cantoniensis (Hook. et Arn.) Planch. Chữa sưng vú (Lá giã đắp). Đau dạ dày hành tá tràng (Cành lá... Curculigo orchioides Gaertn",,3154156
Fimbristylis tetragona R. Br,Cói quăn vuông,"Khánh Hòa, Thủ Đức, Bà Rịa. Cây mọc tự nhiên trên đất ẩm vùng đồng bằng",fimbristylis-tetragona-r-br.txt,,,Họ Có (Cyperaceae),2708425
Glochidion assamicum (Muell.-Arg.) Hook.f. – Phyllanthus assamicus Muell.-Arg,Sóc,"Quảng Ninh (Hà Cối). Cây mọc tự nhiên trong rừng thường xanh hay nửa rụng lá, ở độ cao 100 m.",glochidion-assamicum-muell-arg-hook-f.txt,,,Euphorbiaceae,3080441
Geophila repens (L.) Johnston,"Địa háo bò, Rau má núi","Hà Giang, Quảng Ninh, Hòa Bình, Hà Nội, Ninh Bình, Gia Lai (Kon Hà Nùng), Tây Ninh, Đồng Nai (Biên Hòa), Bà Rịa-Vũng Tàu (Côn Đảo)",geophila-repens-l-johnston.txt,"Rondeletia repens L., Geophila herbacea (Jacq.) Kuntze, G. reniformis D. Don",Cà phê – Rubiaceae,,5340379
Firmiana simplex (L.) W. F. Wight – Hibiscus simjplex L,"Trôm đơn, Bo rừng, Bo xanh","Cao Bằng, Bắc Kạn, Thái Nguyên, Ninh Bình, Thanh Hóa, Nghệ An. Cây mọc tự nhiên trong rừng kín thường xanh mưa mùa nhiệt đới, còn được trồng",firmiana-simplex-l-w-f-wight.txt,,,Sterculiaceae,3152111
Coprinus comatus (O.F. Müll.) Pers,Nấm mực lông,"Lai Châu, Lào Cai, Yên Bái, Tuyên Quang, Bắc Kạn, Thái Nguyên, Lạng Sơn, Quảng Ninh, Bắc Giang, Hà Nội, Ninh Bình, Thanh Hóa, Nghệ An, Hà Tĩnh, Đà Nẵng, Quảng Nam, Lâm Đồng, Khánh Hòa, Ninh Thuận, Bình Thuận, Tây Ninh.",coprinus-comatus-o-f-mull-pers.txt,,Nấm mực – Coprinaceae,,7987658
Tetracera loureiri (Finet & Gagnep.) Pierre ex W. G. Craib – T. sarmentosa (L.) Vahl var. loureirii Fin. et Gagnep,Dây chiều nhẵn,"Đồng Nai, An Giang. Cây mọc tự nhiên trong rừng thưa",tetracera-loureirii-finet-et-gagnep-craib-t-sarmentosa-l-vahl-var-loureirii-fin-et-gagnep.txt,,,Họ Sổ (Dilleniaceae),8012467
Lilium brownii var. viridulum Baker – L. brownii var. colchesteri Wils. ex Stapf,"Bách hợp, Tỏi trời, Tỏi rừng, Sluốn phạ, Khẻo ma (Tày), Kíp pá (Thái), Cà ngái dòi (Dao)","Hà Giang, Lao Cai, Lai Châu, Lạng Sơn. Cây mọc tự nhiên trong rừng lá rộng thường xanh, trên khe đá, hốc đá ở sườn núi, độ cao > 1000 m",lilium-brownii-f-e-brown-ex-mill-var-viridulum-baker.txt,,,Liliaceae,2753253
Typha domingensis Pers. – Typha javanica Schnizl. ex Rohrb,"Cỏ nến nam, Cỏ nến java","Cây mọc tự nhiên đầm lầy, ven sông rạch ở các tỉnh Miền Nam Việt Nam",typha-javanica-schnitzl-ex-zoll.txt,,,Họ Hương bồ (Typhaceae),5289534
Platycodon grandiflorum (Jacq.) A. DC. – Campanula grandiflora Jacq,Cát cánh,Cây nhập trồng ở các tỉnh phía Bắc,platycodon-grandiflorum-jacq-a-dc.txt,,Hoa chuông (Campanulaceae),,3164340
"Tetrastigma coriaceum (DC.) Gagnep. – Tetrastigma tuberculatum (Blume) N.H. Hien, Tetrastigma harmandii Planch",Dây vác,"Quảng Nam, Đà Nẵng, Quảng Bình, Quảng Trị, Thừa Thiên Huế, Kon Tum, Đắc Lắc, Lâm Đồng. Cây mọc tự nhiên dưới tán rừng ẩm",tetrastigma-tuberculatum-blume-n-h-hien-tetrastigma-harmandii-planch.txt,,,Họ Nho (Vitaceae),5658538
Amanita phalloides (Fr.) Quel,"Nấm đen, Nấm lục","Thường mọc trên đất cạnh những gốc bạch đàn ở Hà Nội, Bắc Giang, Vĩnh Phúc.",amanita-phalloides-fr-quel.txt,,,Amanitaceae,5240325
Ixora chinensis Lam,"Đơn trung quốc, Trang tàu, Trang đỏ",Cây trồng làm cảnh khắp nơi ở Việt Nam,ixora-chinensis-lam.txt,,,Rubiaceae,2905600
Maesa acuminatissima Merr,Đơn lá nhọn,"Lào Cai, Lạng Sơn, Thái Nguyên, Vĩnh Phúc, Hà Nội (Ba Vì), Hòa Bình. Cây mọc tự nhiên trong rừng lá rộng thường xanh, sườn núi, ven suối, ở độ cao 100-600 m.",maesa-acuminatissima-merr.txt,,,Myrsinaceae,3719799
Hackelochloa granularis (L.) Kuntze,"Cỏ kê, Cỏ rỗ, Hạt rỗ","Bắc Bộ, Bình Phước (Bình Long)",hackelochloa-granularis-l-kuntze.txt,"Cenchrus granularis L., Manisuris granularis L",Hòa thảo – Poaceae,,2705462
Eriocaulon setaceum L,Dùi trống tơ,"Bình Phước, Tây Ninh. Cây mọc tự nhiên trong ao hồ, ruộng, mương rạch",eriocaulon-setaceum-l.txt,,Cỏ dùi trống (Eriocaulonaceae),,2690614
Cyrtomium falcatum (L. f.) C. Presl,"Ráng răng cong liễm, Quán chúng lá lưỡi liềm","Khá hẹp, ở một số vùng núi đá vôi thấp của Sơn La (Mộc Châu), Lạng Sơn (Chi Lăng), Hà Nam và Quảng Bình (Minh Hòa)",cyrtomium-falcatum-l-f-c-presl.txt,"Polypodium falcatum L.f., Polystichum devexiscapulae Koidz., Cyrtomium devexiscapulae (Koidz.) Ching)",Ráng cánh bần – Dryopteridaceae,,2650829
Senna garrettiana (Craib) Irwin & Barneby – Cassia garrettiana Craib,"Muồng chét, Mỏ hàn",Gia Lai tới thành phố Hồ Chí Minh. Cây mọc tự nhiên.,senna-garrottiana-craib-irwin-cassia-garrettiana-craib.txt,,,Caesalpiniaceae,2958015
Gnaphalium hypoleucum DC. ex Wight,"Hoàng nhung trắng, Rau khúc mốc","Lào Cai (Sa Pa), Sơn La (Mộc Châu), Hà Giang, Lạng Sơn, Vĩnh Phúc, Hoà Bình, Hà Nội. Cây mọc tự nhiên ở ven rừng và vách núi có độ cao 400-1.800 m",gnaphalium-hypoleucum-dc-ex-wight.txt,,,Asteraceae,3101068
Eupatorium cannabinum L,"Thạch lam, Bạch sơn, Yến bạch gai","Lạng Sơn, Hà Nội, Hà Nam, Ninh Bình, Khánh Hòa. Cây mọc tự nhiên ở ven rừng thưa và các trảng cỏ, ở độ cao dưới 200 m",eupatorium-cannabium-l.txt,,,Asteraceae,5402943
Aristolochia contorta Bunge,"Rễ gió, Bắc mã đâu linh, Khau nhả gió (Tày)","Lạng Sơn, Kon Tum. Cây mọc tự nhiên chỗ ẩm dưới tán rừng thưa hoặc ven rừng",aristolochia-contorta-bunge.txt,,,Aristolochiaceae,3589079
Aralia cordata Thunb,Thổ đương quy,"Lào Cai (Sa Pa), Hà Giang (Quản Bạ). Cây mọc tự nhiên rải rác ven rừng, ở độ cao trên 700 m",aralia-cordata-thunb.txt,,,Araliaceae,3037015
Brassaiopsis glomerulata (Blume) Regel. – Aralia glomerulata Blume,Than mô,"Hoà Bình, Sơn La, Quảng Trị, Quảng Nam, Đà Nẵng. Cây mọc tự nhiên rải rác trong rừng, ở độ cao 700-1500 m",brassaiopsis-glomerulata-blume-regel.txt,,,Araliaceae,3036209
Smilax verticalis Gagnep,Kim cang đứng,"Thừa Thiên Huế, Kon Tum, Gia Lai, Đắk Lắk, Lâm Đồng, Ninh Thuận. Cây mọc tự nhiên trong trảng cây bụi, ven rừng thứ sinh, ở độ cao 500-1.000 m.",smilax-verticalis-gagnep.txt,,,Smilacaceae,5295291
Monachosorum henryi (Blume) H. Christ,Ráng tụ quần,"Khá rộng, chủ yếu ở các vùng núi thấp và trung bình của Lào Cai (Sa Pa), Hà Nội (núi Ba Vì), Lâm Đồng (Đà Lạt, núi Lang Bian, núi Bì Đúp).",monachosorum-henryi-h-christ.txt,"Aspidium sudigitatum Blume, Monachosorum subdigitatum (Blume) Kuhn",Ráng vệ nữ – Adiantaceae,,3747279
Iodes vitiginea (Hance) Hemsl. – I. ovalis Blume var. vitiginea (Hance) Gagnep,Mộc thông ta,Lào Cai. Cây mọc tự nhiên,iodes-vitiginea-hance-hemsl.txt,,,Icacinaceae,5529313
Pisum sativum L,"Đậu hà lan, Ngà Lán (Tày)",Cây trồng ở hầu hết các tỉnh thành phía Bắc. Nguyên sản vùng Tây Á,pisum-sativum-l.txt,,Đậu (Fabaceae),,5347846
